# X Y i
0.01 0.02 0.000000
0.01 0.05 0.000000
0.01 0.08 0.000000
0.01 0.11 0.000000
0.01 0.14 0.000000
0.01 0.17 0.000000
0.01 0.20 0.000000
0.01 0.23 0.000000
0.01 0.26 0.000000
0.01 0.29 0.000000
0.01 0.32 0.000000
0.01 0.35 0.000000
0.01 0.38 0.000000
0.01 0.41 0.000000
0.01 0.44 0.000000
0.01 0.47 0.000000
0.01 0.50 0.000000
0.04 0.02 0.000000
0.04 0.05 0.000000
0.04 0.08 0.000000
0.04 0.11 0.000000
0.04 0.14 0.000000
0.04 0.17 0.000000
0.04 0.20 0.000000
0.04 0.23 0.000000
0.04 0.26 0.000000
0.04 0.29 0.000000
0.04 0.32 0.000000
0.04 0.35 0.000000
0.04 0.38 0.000000
0.04 0.41 0.000000
0.04 0.44 0.000000
0.04 0.47 0.000000
0.04 0.50 0.000000
0.07 0.02 0.000000
0.07 0.05 0.000000
0.07 0.08 0.000000
0.07 0.11 0.000000
0.07 0.14 0.000000
0.07 0.17 0.000000
0.07 0.20 0.000000
0.07 0.23 0.000000
0.07 0.26 0.000000
0.07 0.29 0.000000
0.07 0.32 0.000000
0.07 0.35 0.000000
0.07 0.38 0.000000
0.07 0.41 0.000000
0.07 0.44 0.000000
0.07 0.47 0.000000
0.07 0.50 0.000000
0.10 0.02 0.000000
0.10 0.05 0.000000
0.10 0.08 0.000000
0.10 0.11 0.000000
0.10 0.14 0.000000
0.10 0.17 0.000000
0.10 0.20 0.000000
0.10 0.23 0.000000
0.10 0.26 0.000000
0.10 0.29 0.000000
0.10 0.32 0.000000
0.10 0.35 0.000000
0.10 0.38 0.000000
0.10 0.41 0.000000
0.10 0.44 0.000000
0.10 0.47 0.000000
0.10 0.50 0.000000
0.13 0.02 0.000000
0.13 0.05 0.000000
0.13 0.08 0.000000
0.13 0.11 0.000000
0.13 0.14 0.000000
0.13 0.17 0.000000
0.13 0.20 0.000000
0.13 0.23 0.000000
0.13 0.26 0.000000
0.13 0.29 0.000000
0.13 0.32 0.000000
0.13 0.35 0.000000
0.13 0.38 0.000000
0.13 0.41 0.133360
0.13 0.44 0.550804
0.13 0.47 0.000000
0.13 0.50 0.000000
0.16 0.02 0.000000
0.16 0.05 0.000000
0.16 0.08 0.000000
0.16 0.11 0.000000
0.16 0.14 0.000000
0.16 0.17 0.000000
0.16 0.20 0.000000
0.16 0.23 0.000000
0.16 0.26 0.000000
0.16 0.29 0.000000
0.16 0.32 0.000000
0.16 0.35 0.000000
0.16 0.38 0.000000
0.16 0.41 0.000000
0.16 0.44 0.000000
0.16 0.47 0.000000
0.16 0.50 0.000000
0.19 0.02 0.000000
0.19 0.05 0.000000
0.19 0.08 0.000000
0.19 0.11 0.000000
0.19 0.14 0.000000
0.19 0.17 0.000000
0.19 0.20 0.000000
0.19 0.23 0.000000
0.19 0.26 0.000000
0.19 0.29 0.000000
0.19 0.32 0.000000
0.19 0.35 0.000000
0.19 0.38 0.000000
0.19 0.41 0.000000
0.19 0.44 0.000000
0.19 0.47 0.000000
0.19 0.50 0.000000
0.22 0.02 0.000000
0.22 0.05 0.000000
0.22 0.08 0.000000
0.22 0.11 0.000000
0.22 0.14 0.000000
0.22 0.17 0.000000
0.22 0.20 0.000000
0.22 0.23 0.000000
0.22 0.26 0.000000
0.22 0.29 0.000000
0.22 0.32 0.000000
0.22 0.35 0.000000
0.22 0.38 0.000000
0.22 0.41 0.000000
0.22 0.44 0.000000
0.22 0.47 0.000000
0.22 0.50 0.000000
0.25 0.02 0.000000
0.25 0.05 0.000000
0.25 0.08 0.000000
0.25 0.11 0.000000
0.25 0.14 0.000000
0.25 0.17 0.000000
0.25 0.20 0.000000
0.25 0.23 0.000000
0.25 0.26 0.000000
0.25 0.29 0.000000
0.25 0.32 0.000000
0.25 0.35 0.000000
0.25 0.38 0.000000
0.25 0.41 0.000000
0.25 0.44 0.000000
0.25 0.47 0.000000
0.25 0.50 0.000000
0.28 0.02 0.000000
0.28 0.05 0.000000
0.28 0.08 0.000000
0.28 0.11 0.000000
0.28 0.14 0.000000
0.28 0.17 0.000000
0.28 0.20 0.000000
0.28 0.23 0.000000
0.28 0.26 0.000000
0.28 0.29 0.000000
0.28 0.32 0.000000
0.28 0.35 0.000000
0.28 0.38 0.000000
0.28 0.41 0.000000
0.28 0.44 0.000000
0.28 0.47 0.000000
0.28 0.50 0.000000
0.31 0.02 0.000000
0.31 0.05 0.000000
0.31 0.08 0.000000
0.31 0.11 0.000000
0.31 0.14 0.000000
0.31 0.17 0.000000
0.31 0.20 0.000000
0.31 0.23 0.000000
0.31 0.26 0.000000
0.31 0.29 0.000000
0.31 0.32 0.000000
0.31 0.35 0.000000
0.31 0.38 0.000000
0.31 0.41 0.000000
0.31 0.44 0.000000
0.31 0.47 0.000000
0.31 0.50 0.000000
0.34 0.02 0.000000
0.34 0.05 0.000000
0.34 0.08 0.042318
0.34 0.11 0.000000
0.34 0.14 0.000000
0.34 0.17 0.000000
0.34 0.20 0.000000
0.34 0.23 0.000000
0.34 0.26 0.000000
0.34 0.29 0.000000
0.34 0.32 0.000000
0.34 0.35 0.000000
0.34 0.38 0.000000
0.34 0.41 0.000000
0.34 0.44 0.000000
0.34 0.47 0.000000
0.34 0.50 0.000000
0.37 0.02 0.000000
0.37 0.05 0.000000
0.37 0.08 0.000000
0.37 0.11 0.000000
0.37 0.14 0.000000
0.37 0.17 0.000000
0.37 0.20 0.000000
0.37 0.23 0.000000
0.37 0.26 0.000000
0.37 0.29 0.000000
0.37 0.32 0.000000
0.37 0.35 0.000000
0.37 0.38 0.000000
0.37 0.41 0.000000
0.37 0.44 0.000000
0.37 0.47 0.000000
0.37 0.50 0.000000
0.40 0.02 0.000000
0.40 0.05 0.000000
0.40 0.08 0.234298
0.40 0.11 0.039270
0.40 0.14 0.000000
0.40 0.17 0.000000
0.40 0.20 0.000000
0.40 0.23 0.000000
0.40 0.26 0.000000
0.40 0.29 0.000000
0.40 0.32 0.000000
0.40 0.35 0.000000
0.40 0.38 0.000000
0.40 0.41 0.000000
0.40 0.44 0.000000
0.40 0.47 0.000000
0.40 0.50 0.000000
0.43 0.02 0.000000
0.43 0.05 0.000000
0.43 0.08 0.000000
0.43 0.11 0.000000
0.43 0.14 0.000000
0.43 0.17 0.000000
0.43 0.20 0.000000
0.43 0.23 0.000000
0.43 0.26 0.000000
0.43 0.29 0.000000
0.43 0.32 0.000000
0.43 0.35 0.000000
0.43 0.38 0.000000
0.43 0.41 0.000000
0.43 0.44 0.000000
0.43 0.47 0.000000
0.43 0.50 0.000000
0.46 0.02 0.000000
0.46 0.05 0.000000
0.46 0.08 0.000000
0.46 0.11 0.000000
0.46 0.14 0.000000
0.46 0.17 0.000000
0.46 0.20 0.000000
0.46 0.23 0.000000
0.46 0.26 0.000000
0.46 0.29 0.000000
0.46 0.32 0.000000
0.46 0.35 0.000000
0.46 0.38 0.000000
0.46 0.41 0.000000
0.46 0.44 0.000000
0.46 0.47 0.000000
0.46 0.50 0.000000
0.49 0.02 0.000000
0.49 0.05 0.000000
0.49 0.08 0.000000
0.49 0.11 0.000000
0.49 0.14 0.000000
0.49 0.17 0.000000
0.49 0.20 0.000000
0.49 0.23 0.000000
0.49 0.26 0.000000
0.49 0.29 0.000000
0.49 0.32 0.000000
0.49 0.35 0.000000
0.49 0.38 0.000000
0.49 0.41 0.000000
0.49 0.44 0.000000
0.49 0.47 0.000000
0.49 0.50 0.000000
0.52 0.02 0.000000
0.52 0.05 0.000000
0.52 0.08 0.000000
0.52 0.11 0.000000
0.52 0.14 0.000000
0.52 0.17 0.000000
0.52 0.20 0.000000
0.52 0.23 0.000000
0.52 0.26 0.000000
0.52 0.29 0.000000
0.52 0.32 0.000000
0.52 0.35 0.000000
0.52 0.38 0.000000
0.52 0.41 0.000000
0.52 0.44 0.000000
0.52 0.47 0.000000
0.52 0.50 0.000000
