131
# x y z
201	150	0
201	156.66666666667	0
201	163.33333333333	0
201	170	0
201	176.66666666667	0
201	183.33333333333	0
201	190	0
201	196.66666666667	0
204.33333333333	150	0
204.33333333333	156.66666666667	0
204.33333333333	163.33333333333	0
204.33333333333	170	0
204.33333333333	176.66666666667	0
204.33333333333	183.33333333333	0
204.33333333333	190	0
204.33333333333	196.66666666667	0
207.66666666667	150	0
207.66666666667	156.66666666667	0
207.66666666667	163.33333333333	0
207.66666666667	170	0
207.66666666667	176.66666666667	0
207.66666666667	183.33333333333	0
207.66666666667	190	0
207.66666666667	196.66666666667	0
211	150	0
211	156.66666666667	0
211	163.33333333333	0
211	170	0
211	176.66666666667	0
211	183.33333333333	0
211	190	0
211	196.66666666667	0
214.33333333333	150	0
214.33333333333	156.66666666667	0
214.33333333333	163.33333333333	0
214.33333333333	170	0
214.33333333333	176.66666666667	0
214.33333333333	183.33333333333	0
214.33333333333	190	0
214.33333333333	196.66666666667	0
217.66666666667	150	0
217.66666666667	156.66666666667	0
217.66666666667	163.33333333333	0
217.66666666667	170	0
217.66666666667	176.66666666667	0
217.66666666667	183.33333333333	0
217.66666666667	190	0
217.66666666667	196.66666666667	0
221	150	0
221	156.66666666667	0
221	163.33333333333	0
221	170	0
221	176.66666666667	0
221	183.33333333333	0
221	190	0
221	196.66666666667	0
224.33333333333	150	0
224.33333333333	156.66666666667	0
224.33333333333	163.33333333333	0
224.33333333333	170	0
224.33333333333	176.66666666667	0
224.33333333333	183.33333333333	0
224.33333333333	190	0
224.33333333333	196.66666666667	0
227.66666666667	150	0
227.66666666667	156.66666666667	0
227.66666666667	163.33333333333	0
227.66666666667	170	0
227.66666666667	176.66666666667	0
227.66666666667	183.33333333333	0
227.66666666667	190	0
227.66666666667	196.66666666667	0
231	150	0
231	156.66666666667	0
231	163.33333333333	0
231	170	0
231	176.66666666667	0
231	183.33333333333	0
231	190	0
231	196.66666666667	0
234.33333333333	150	0
234.33333333333	156.66666666667	0
234.33333333333	163.33333333333	0
234.33333333333	170	0
234.33333333333	176.66666666667	0
234.33333333333	183.33333333333	0
234.33333333333	190	0
234.33333333333	196.66666666667	0
237.66666666667	150	0
237.66666666667	156.66666666667	0
237.66666666667	163.33333333333	0
237.66666666667	170	0
237.66666666667	176.66666666667	0
237.66666666667	183.33333333333	0
237.66666666667	190	0
237.66666666667	196.66666666667	0
241	150	0
241	156.66666666667	0
241	163.33333333333	0
241	170	0
241	176.66666666667	0
241	183.33333333333	0
241	190	0
241	196.66666666667	0
244.33333333333	150	0
244.33333333333	156.66666666667	0
244.33333333333	163.33333333333	0
244.33333333333	170	0
244.33333333333	176.66666666667	0
244.33333333333	183.33333333333	0
244.33333333333	190	0
244.33333333333	196.66666666667	0
247.66666666667	150	0
247.66666666667	156.66666666667	0
247.66666666667	163.33333333333	0
247.66666666667	170	0
247.66666666667	176.66666666667	0
247.66666666667	183.33333333333	0
247.66666666667	190	0
247.66666666667	196.66666666667	0
251	150	0
251	156.66666666667	0
251	163.33333333333	0
251	170	0
251	176.66666666667	0
251	183.33333333333	0
251	190	0
251	196.66666666667	0
200.25	175	-5
318.18181818182	175	0
10	175	0
128
# a b m n err i ip iperr k r rhoa u valid 
